source,title,url,published_date,author,category,content,all_kecamatan,primary_kecamatan,latitude,longitude
beritamalang_media,"Sertijab Pejabat Utama Polres Batu, AKBP Aris Pesan Kamtibmas Kota Wisata Harus Siaga",https://beritamalang.media/sertijab-pejabat-utama-polres-batu-akbp-aris-pesan-kamtibmas-kota-wisata-harus-siaga/,2026-06-03 00:00:00+00:00,,,"Beritamalang.media
– Polres Batu Polda Jatim menggelar upacara Serah Terima Jabatan Pejabat Utama dan Kapolsek jajaran di Mapolres Batu, Rabu 3/6/2026. Kapolres Batu AKBP Dr. Aris Purwanto, S.H., S.I.K., M.H. memimpin langsung prosesi tersebut, Rabu (3/6/2026).
Mutasi ini merujuk Surat Telegram Kapolda Jatim No: ST/579/V/KEP./2026 tanggal 19 Mei 2026. Kapolres menyebut rotasi jabatan hal wajar di Polri untuk penyegaran dan meningkatkan kinerja.
Usai pengambilan sumpah dan penandatanganan pakta integritas, Kapolres menekankan pentingnya menjaga Kamtibmas di Kota Batu, yang dinamis serta memperkuat sinergi dengan instansi dan masyarakat.
Baca Juga:
Desa Sumberejo Gelar Semarak Selamatan ke-116, Hadirkan Ragam Kesenian dan Ritual Adat Selama 6 Pekan
“Mutasi untuk meningkatkan kualitas pelayanan publik. Terima kasih pejabat lama atas dedikasinya. Untuk pejabat baru, segera adaptasi karena Batu kota wisata yang menuntut kesigapan tinggi,” ujar AKBP Aris.
Jabatan yang diserahterimakan:
• Kabag SDM:
Kompol Mustakim ke Kompol Suwarno
• Kasatlantas
: AKP Kevin Ibrahim ke AKP Matheus Jaka Iswantara
• Kasatreskrim
: AKP Joko Suprianto ke AKP Zaenal Arifin
• Kapolsek Kasembon
: AKP Daguk Lasetiyo Budi ke AKP Sugihartono
• Kapolsek Pujon
: AKP Sugihartono ke AKP Rudy Hidajanto
Acara ditutup dengan ucapan selamat dari Kapolres dan pejabat yang hadir. (*)
Baca Juga:
Polres Batu Gelar Layanan On the Spot di CFD Sambut Hari Bhayangkara ke-80","['Kasembon', 'Pujon']",Kasembon,-7.8167,112.3667
beritamalang_media,Fasilitas Baru Dongkrak Kunjungan Selecta Tembus 5.700 Orang Sehari,https://beritamalang.media/fasilitas-baru-dongkrak-kunjungan-selecta-tembus-5-700-orang-sehari/,2026-06-02 00:00:00+00:00,,,"Beritamalang.media –
Geliat pariwisata Kota Batu kembali terasa. Taman Rekreasi Selecta menjadi salah satu destinasi yang paling diburu wisatawan saat long weekend kali ini.
Sejak Rabu pagi, gerbang Selecta sudah ramai antrean kendaraan pelat luar kota. Suasana makin padat menjelang Minggu. Puncaknya, tercatat 5.700 wisatawan membanjiri taman bersejarah peninggalan Belanda itu dalam sehari.
“Rabu 2.000 orang, Kamis 2.000 orang, Jumat 1.000 orang. Tapi puncaknya Minggu kemarin, 5.700 pengunjung,” kata Direktur Taman Rekreasi Selecta, Pramono, saat ditemui di lokasi, Selasa (2/6/2026).
Baca Juga:
Desa Sumberejo Gelar Semarak Selamatan ke-116, Hadirkan Ragam Kesenian dan Ritual Adat Selama 6 Pekan
Lonjakan ini, menurut Pramono, bukan kebetulan. Sejak manajemen menghadirkan wahana baru seperti Dino Ranch, kolam renang tematik, hingga pertunjukan dino kostum, Selecta seperti dapat “napas baru”.
“Kami memang sengaja menambah fasilitas. Tujuannya supaya wisatawan yang datang tidak hanya lihat taman bunga, tapi juga dapat pengalaman baru,” jelasnya.
Menurutnya, strategi digital juga jadi kunci. Promosi lewat media sosial bikin Selecta kembali viral. Video atraksi dinosaurus dan pemandangan taman bunga banyak dibagikan warganet, sehingga jangkauannya meluas sampai luar Jawa Timur.
Baca Juga:
Polres Batu Gelar Layanan On the Spot di CFD Sambut Hari Bhayangkara ke-80
“Yang kami sajikan sekarang lebih terekspos. Wisatawan jadi penasaran dan akhirnya datang langsung ke sini,” tambah Pramono.
Dengan cuaca cerah dan udara sejuk khas pegunungan, Selecta memang masih jadi pilihan utama keluarga untuk melepas penat. Dan tampaknya, kombinasi nostalgia dan inovasi baru ini berhasil bikin Selecta tetap relevan di tengah ketatnya persaingan wisata Batu. (Kharis)
Baca Juga:
Cegah Kebutaan Sejak Dini, Klinik Mata Batu Ajak Warga Cek Kesehatan Mata di CFD",[],,,
beritamalang_media,"7 Cafe Batu Hadirkan Kopi + Pitutur Jawa, Ramai Dikunjungi 150 Orang Per Hari",https://beritamalang.media/7-cafe-batu-hadirkan-kopi-pitutur-jawa-ramai-dikunjungi-150-orang-per-hari/,2026-05-31 00:00:00+00:00,,,"Beritamalang.media –
Kuliner kopi di Kota Batu terus tumbuh. Salah satunya 7 Cafe yang berlokasi di Jalan. Panglima Sudirman No. 82-80, Ngaglik, Batu. Berdiri sekitar 2 tahun lalu, kafe ini kini jadi tujuan nongkrong malam warga dan wisatawan.
Owner 7 Cafe, Totorori, menyebut nama “7 Cafe” terinspirasi dari 7 pitutur Jawa. Mulai dari
Urip iku Urup
hingga
Gusti Paring Dalan Kanggo Wong Kang Gelem Dalan
. Filosofi itu juga dituangkan ke menu: 7 varian kopi dengan harga Rp8 ribu – Rp18 ribu.
“Menu kopi kami sesuaikan ada 7 jenis. Harganya terjangkau untuk semua kalangan. Buka jam 16.00-01.00 WIB,” ujar Toto, Sabtu 30/5/2026.
Baca Juga:
Desa Sumberejo Gelar Semarak Selamatan ke-116, Hadirkan Ragam Kesenian dan Ritual Adat Selama 6 Pekan
Varian terlarisnya ada Kopi Jomblow Tubruk Rp8K, Kopi Pitu House Blend Rp10K, dan Suspen serta Mami Rp18K. Selain kopi dan teh, tersedia camilan ringan.
Fasilitas parkir luas untuk 40 motor dan 10 mobil, plus toilet bersih. Tiap hari, kafe ini dikunjungi 150+ orang.
“7 Cafe jadi magnet tersendiri bagi penikmat kopi. Semoga ikut dongkrak ekonomi Kota Wisata Batu,” kata Mamad, pengunjung asal Bumiaji. (*)
Baca Juga:
Polres Batu Gelar Layanan On the Spot di CFD Sambut Hari Bhayangkara ke-80",[],,,
beritamalang_media,"Wisata ke Kota Batu Aman, Polres Gencar Patroli + Sosialisasi Call 110",https://beritamalang.media/wisata-ke-kota-batu-aman-polres-gencar-patroli-sosialisasi-call-110/,2026-05-30 00:00:00+00:00,,,"Beritamalang.media
– Menyambut libur panjang, Polres Batu memperketat pengamanan di titik rawan macet dan kawasan wisata. Langkah ini ditandai dengan peninjauan langsung ke lokasi strategis yang dipimpin Kabag Ops AKP Hendro Utaryo bersama Pamapta, Sabtu (30/5/2026).
Fokus patroli, memantau arus lalu lintas, memetakan titik rawan, serta memastikan kesiapan personel agar wisatawan dan warga merasa aman selama beraktivitas di Kota Batu.
Selain patroli, petugas juga berdialog langsung dengan pengelola wisata dan pengunjung. Materi utamanya: sosialisasi Call Center 110 sebagai layanan darurat kepolisian.
Baca Juga:
Desa Sumberejo Gelar Semarak Selamatan ke-116, Hadirkan Ragam Kesenian dan Ritual Adat Selama 6 Pekan
“Target kami jelas. Warga dan wisatawan harus tahu ke mana melapor saat darurat. Call Center 110 gratis, aktif 24 jam. Silakan manfaatkan dengan bijak,” tegas AKP Hendro di sela patroli.
Polres Batu berharap lewat sosialisasi ini masyarakat ikut menjaga kondusivitas. Wisatawan diimbau tertib lalu lintas, dan patuh arahan petugas demi kelancaran liburan di Kota Wisata Batu. (*)
Baca Juga:
Polres Batu Gelar Layanan On the Spot di CFD Sambut Hari Bhayangkara ke-80",[],,,
beritamalang_media,"Lippo Plaza Batu Peduli, 320 Paket Daging Kurban Dibagikan kepada Warga dan Driver Ojol",https://beritamalang.media/lippo-plaza-batu-peduli-320-paket-daging-kurban-dibagikan-kepada-warga-dan-driver-ojol/,2026-05-28 00:00:00+00:00,,,"Beritamalang.media
– Dalam rangka memperingati Hari Raya Idul Adha 1447 H, Lippo Plaza Batu membagikan daging kurban kepada warga sekitar dan para driver ojek online di Kota Batu pada Kamis (28/5/2026).
Mall Director Lippo Plaza Batu, Agus Saputera, menyampaikan bahwa kegiatan ini bertujuan untuk berbagi kebahagiaan Idul Adha sekaligus memberikan dampak langsung bagi masyarakat sekitar, termasuk para driver ojol yang selama ini bersinergi dengan pihak mall.
“Kami juga berbagi dengan ojol karena mereka berhubungan langsung dengan kami dan membantu perekonomian kami, mengantarkan makanan dan barang dari sini ke pelanggan. Jadi kami libatkan mereka agar bisa ikut merasakan,” ujar Agus.
Baca Juga:
Desa Sumberejo Gelar Semarak Selamatan ke-116, Hadirkan Ragam Kesenian dan Ritual Adat Selama 6 Pekan
Dalam pembagian tersebut, pihak mall menyiapkan 320 pack daging sapi murni tanpa tulang. Selain daging, paket bantuan juga berisi minyak goreng. Warga penerima berasal dari Kelurahan Temas dan sekitarnya.
“Daging ini pilihan murni tanpa tulang. Kami siapkan agar ketika mereka pulang, langsung bisa memasak dagingnya,” tambah Agus.
Pihak Lippo Plaza Batu berharap kegiatan serupa dapat digelar dengan jumlah yang lebih besar pada tahun depan, sehingga lebih banyak masyarakat dan driver ojol yang bisa merasakan semangat berbagi di Hari Raya Idul Adha. (*)
Baca Juga:
Polres Batu Gelar Layanan On the Spot di CFD Sambut Hari Bhayangkara ke-80",[],,,
beritamalang_media,DPC PDI Perjuangan Kota Batu Terima 5 Ekor Sapi Kurban dari DPD Jatim,https://beritamalang.media/dpc-pdi-perjuangan-kota-batu-terima-5-ekor-sapi-kurban-dari-dpd-jatim/,2026-05-27 00:00:00+00:00,,,"Beritamalang.media
– DPC PDI Perjuangan Kota Batu menerima bantuan 5 ekor sapi kurban dari DPD PDI Perjuangan Jawa Timur menjelang Idul Adha 1447 H.
Penyerahan dilakukan secara simbolis. Hewan kurban tersebut akan disembelih, dan didistribusikan langsung kepada masyarakat yang membutuhkan di wilayah Kota Batu.
Kegiatan ini merupakan bagian dari gerakan serentak yang diinisiasi DPD PDI Perjuangan Jawa Timur. Tahun ini, DPD Jatim mendistribusikan hampir 500 ekor sapi ke seluruh DPC se-Jawa Timur.
Baca Juga:
Desa Sumberejo Gelar Semarak Selamatan ke-116, Hadirkan Ragam Kesenian dan Ritual Adat Selama 6 Pekan
Ketua DPC PDI Perjuangan Kota Batu, Saifudin Zuhri, S.H.I., menyampaikan apresiasi atas gotong royong yang dilakukan struktur partai di tingkat provinsi.
“Di Hari Raya Idul Adha tahun ini, kami ingin berbagi dengan masyarakat. Dari 5 ekor sapi yang kami terima, 2 ekor dari DPD, 1 ekor dari Pak Ahmad Basarah, 1 ekor dari Pak Andreas, dan 1 ekor dari Pak Punjul. Rencananya, penyembelihan akan dilakukan besok di Masjid Nurul Huda,” ujarnya kepada awak media, Selasa (26/5/2026) malam.
Saifudin memastikan pendistribusian akan dikelola bersama panitia kurban agar tepat sasaran, terutama untuk warga kurang mampu dan masyarakat sekitar kantor DPC.
Baca Juga:
Polres Batu Gelar Layanan On the Spot di CFD Sambut Hari Bhayangkara ke-80
“Idul Adha adalah momentum memperkuat solidaritas sosial. Kami pastikan daging kurban ini langsung tersalurkan kepada masyarakat Kota Batu yang berhak menerima,” tegasnya.
Langkah DPD Jatim yang menyalurkan ratusan hewan kurban ini, menurutnya, menunjukkan komitmen partai untuk hadir tidak hanya dalam urusan politik, tetapi juga dalam perayaan hari besar keagamaan dan kegiatan kemanusiaan.
Sekretaris DPC PDI Perjuangan Kota Batu, H. Khamim Tohari, S.Sos., menambahkan bahwa kurban adalah wujud ketaatan, syukur, dan kepedulian sosial.
Baca Juga:
Cegah Kebutaan Sejak Dini, Klinik Mata Batu Ajak Warga Cek Kesehatan Mata di CFD
“Momen ini mengajarkan nilai keikhlasan, kesabaran, dan syukur. Maknanya berakar dari ketaatan Nabi Ibrahim AS yang bersedia mengorbankan putranya, Nabi Ismail AS. Dengan berkurban, kita juga mempererat silaturahmi melalui berbagi kebahagiaan dengan sesama,” katanya.
Sebagai informasi, dari hasil gotong royong kader, DPC PDI Perjuangan Kota Batu akan mendistribusikan daging kurban kepada masyarakat, pesantren, dan panti asuhan di Kota Batu. (*)
Baca Juga:
Satlantas Polres Batu Buka Layanan SIM dan Samsat Keliling Spesial di CFD HUT Bhayangkara ke-80",[],,,
beritamalang_media,"Polres Batu Sembelih 39 Hewan Kurban, Distribusikan ke Warga dan Ponpes Sekitar",https://beritamalang.media/polres-batu-sembelih-39-hewan-kurban-distribusikan-ke-warga-dan-ponpes-sekitar/,2026-05-27 00:00:00+00:00,,,"Beritamalang.media
– Polres Batu menyembelih dan mendistribusikan 39 ekor hewan kurban pada Hari Raya Idul Adha 1447 H/2026. Rinciannya terdiri dari 4 ekor sapi dan 35 ekor kambing.
Penyembelihan dipusatkan di Mapolres Batu. Sebanyak 3 ekor sapi dan 4 ekor kambing dipotong langsung di lokasi. Dagingnya kemudian disalurkan kepada warga sekitar yang berhak menerima, sebagian juga dibagikan kepada personel Polres Batu.
“Sisanya kami salurkan dalam bentuk hewan hidup kepada pondok pesantren, takmir masjid, dan musala di lingkungan sekitar agar distribusinya lebih merata,” ujar Kapolres Batu AKBP Dr. Aris Purwanto, S.H., S.I.K., M.H., Rabu (27/5/2026).
Baca Juga:
Desa Sumberejo Gelar Semarak Selamatan ke-116, Hadirkan Ragam Kesenian dan Ritual Adat Selama 6 Pekan
Kapolres menjelaskan pembagian lokasi penyembelihan dilakukan untuk efisiensi distribusi. Ia juga menyampaikan terima kasih kepada para donatur yang mempercayakan hewan kurbannya kepada Polres Batu.
“Kami sampaikan apresiasi kepada para shohibul kurban. Semoga daging kurban ini bermanfaat dan menjadi berkah bagi penerima,” katanya.
Di sela kegiatan, AKBP Aris juga mengajak masyarakat menjaga kondusivitas Kota Batu.
Baca Juga:
Polres Batu Gelar Layanan On the Spot di CFD Sambut Hari Bhayangkara ke-80
“Mari bersama-sama kita jaga Kota Batu agar tetap aman, tertib, dan damai,” pesannya.
Pendistribusian hewan kurban ini disebut sebagai bentuk nyata kepedulian sosial Polri kepada masyarakat.
“Polri hadir di tengah masyarakat untuk mempererat silaturahmi dengan warga Kota Batu,” pungkasnya. (*)
Baca Juga:
Cegah Kebutaan Sejak Dini, Klinik Mata Batu Ajak Warga Cek Kesehatan Mata di CFD",[],,,
beritamalang_media,Polda Jawa Timur Matangkan Komunikasi Publik Lewat Rakernis Humas,https://beritamalang.media/polda-jawa-timur-matangkan-komunikasi-publik-lewat-rakernis-humas/,2026-05-21 00:00:00+00:00,,,"Beritamalang.media
– Bidang Humas Polda Jawa Timur (Jatim) menyoroti ancaman hoaks dan penyebaran narasi negatif di era digital dalam Rapat Kerja Teknis (Rakernis) Bidhumas Polda Jatim Tahun 2026 di Surabaya, Kamis (21/5/2026).
Kepala Bidang Humas (Kabid Humas) Polda Jatim, Kombes Pol Jules Abraham Abast menjelaskan Artificial Intelligence (AI) membuat arus informasi bergerak sangat cepat, termasuk penyebaran informasi palsu di media sosial.
“Informasi palsu, hoaks, dan narasi negatif sekarang bisa menyebar dalam hitungan menit dan berpotensi memengaruhi situasi kamtibmas,” ujar Kombes Abast.
Baca Juga:
Desa Sumberejo Gelar Semarak Selamatan ke-116, Hadirkan Ragam Kesenian dan Ritual Adat Selama 6 Pekan
Menurut Kombes Abast, kondisi tersebut mengharuskan fungsi Humas Polri tidak lagi sekadar menyampaikan informasi kepada publik, tetapi juga menjaga kepercayaan masyarakat terhadap institusi Polri.
“Humas harus berdiri sebagai sumber informasi kebenaran tunggal yang meluruskan disinformasi secara cepat melalui data, dan fakta-fakta hukum yang valid,” ujar Kombes Abast.
Kabid Humas Polda Jatim menyebut, perkembangan media digital dan AI, menjadi tantangan besar bagi institusi Polri, terutama saat menghadapi isu viral yang berkembang cepat di ruang publik.
Baca Juga:
Polres Batu Gelar Layanan On the Spot di CFD Sambut Hari Bhayangkara ke-80
Kombes Pol Abast menilai keterlambatan penanganan informasi dapat memicu opini negatif terhadap institusi.
“Peristiwa yang viral dan tidak segera dikelola dalam ‘golden time’ bisa membentuk opini publik yang negatif dan menurunkan tingkat kepercayaan masyarakat,” tegas Kombes Abast.
Kabid Humas Polda Jatim juga meminta seluruh personel Polri ikut menjaga citra institusi dengan tidak menyebarkan informasi yang belum terverifikasi.
Baca Juga:
Cegah Kebutaan Sejak Dini, Klinik Mata Batu Ajak Warga Cek Kesehatan Mata di CFD
Hal itu sesuai Peraturan Kepolisian Nomor 6 Tahun 2023 tentang penyelenggaraan kehumasan di lingkungan Polri.
“Setiap insan Polri memiliki tanggung jawab menjaga citra institusi dan memberikan respons positif terhadap informasi yang benar,” ujar Kombes Abast.
Selain memperkuat komunikasi digital, Polda Jatim juga mendorong sinergi dengan media massa sebagai mitra strategis dalam menjaga stabilitas informasi publik.
Baca Juga:
Satlantas Polres Batu Buka Layanan SIM dan Samsat Keliling Spesial di CFD HUT Bhayangkara ke-80
Rakernis Bidhumas Polda Jatim 2026 mengusung tema ‘Optimalisasi Komunikasi Publik, dan Manajemen Media Guna Mendukung Program Kerja Polri serta Pemerintah Dalam Mewujudkan Asta Cita Presiden RI’.
Kegiatan tersebut diharapkan menjadi langkah penguatan humas Polri yang lebih modern, adaptif, dan dipercaya masyarakat. (*)
Baca Juga:
31 Anak Terpilih Jadi Anggota Pocil Polres Batu, Siap Wakili Kota Batu di Lomba Polda Juni 2026",[],,,
beritamalang_media,"Kekerasan Terhadap Jurnalis Saat Liputan, Pengacara Desak Penangkapan Pelaku",https://beritamalang.media/kekerasan-terhadap-jurnalis-saat-liputan-pengacara-desak-penangkapan-pelaku/,2026-05-20 00:00:00+00:00,,,"Beritamalang.media –
Peristiwa kekerasan terhadap jurnalis kembali terjadi. Rahma Yulinda Tan, reporter media Chibernews.id, mengaku diintimidasi oleh beberapa oknum preman ponselnya dirampas, dan dipukul saat meliput acara budaya makan di Kalipare, Kabupaten Malang, pada Kamis (7/6/2026).
Kejadian brutal itu langsung dilaporkan ke Polres Malang. Didampingi kuasa hukumnya yang geram, Rahmat Hidayat, S.H., korban datang memberikan keterangan lengkap di Unit 3 Reserse Kriminal Polres Malang.
“Kami tidak akan diam! Ini jelas pelanggaran berat terhadap kebebasan pers,” tegas Rahmat, Selasa (19/6/2026).
Baca Juga:
Desa Sumberejo Gelar Semarak Selamatan ke-116, Hadirkan Ragam Kesenian dan Ritual Adat Selama 6 Pekan
Ia menyebut pelaku bisa dijerat Pasal 18 ayat 1 UU Pers Nomor 40 Tahun 1999. Ancaman hukumannya bukan main-main, penjara 2 tahun atau denda Rp500 juta bagi siapa pun yang berani menghalangi kerja jurnalistik.
Rahmat mendesak polisi bergerak cepat. “Setelah BAP selesai, terduga pelaku harus segera diamankan. Jangan sampai ada korban berikutnya. Kami minta keadilan ditegakkan,” pinta Rahmat Hidayat, S.H.
Pemeriksaan di Polres Malang disebut berjalan lancar. “Kini bola panas ada di tangan polisi, akankah pelaku segera ditangkap, atau kasus ini bakal menguap begitu saja?,” tandasnya. (*)
Baca Juga:
Polres Batu Gelar Layanan On the Spot di CFD Sambut Hari Bhayangkara ke-80",['Kalipare'],Kalipare,-8.2167,112.4667
beritamalang_media,"Kasus Dugaan Penganiayaan di Kalipare Diproses, Kuasa Hukum Apresiasi Kerja Satreskrim Polres Malang",https://beritamalang.media/kasus-dugaan-penganiayaan-di-kalipare-diproses-kuasa-hukum-apresiasi-kerja-satreskrim-polres-malang/,2026-05-20 00:00:00+00:00,,,"Beritamalang.media
– Kuasa hukum pelapor, Muslimin S.H., M.Hum., memenuhi panggilan Unit 3 Satreskrim Polres Malang pada Selasa (19/5/2026) untuk dimintai keterangan terkait dugaan penganiayaan di Kecamatan Kalipare, Kabupaten Malang.
Muslimin mengapresiasi respons cepat dan profesional Unit 3 Satreskrim dalam menangani laporan kliennya, Tukiran, Nimin, dan Rahma Yulinda Tan.
“Penyidik bekerja profesional, cepat, dan tepat. Klien kami sudah memberikan keterangan sesuai fakta di lapangan,” kata Muslimin.
Baca Juga:
Desa Sumberejo Gelar Semarak Selamatan ke-116, Hadirkan Ragam Kesenian dan Ritual Adat Selama 6 Pekan
Ia yakin kasus ini akan ditindaklanjuti tegas terhadap para terduga pelaku yang meresahkan warga. Menurutnya, proses berjalan sesuai prosedur hukum tanpa ada laporan yang diabaikan.
“Semua perkara diproses. Kami sudah sampaikan pasal dan undang-undang yang berlaku. Tahapannya akan berlanjut sampai pelimpahan ke kejaksaan dan pengadilan,” jelasnya.
Muslimin juga mengimbau masyarakat mempercayakan penanganan kasus ini sepenuhnya kepada Unit 3 Satreskrim Polres Malang. Ia berharap komitmen aparat dalam menegakkan hukum di Kabupaten Malang tetap terjaga. (*)
Baca Juga:
Polres Batu Gelar Layanan On the Spot di CFD Sambut Hari Bhayangkara ke-80",['Kalipare'],Kalipare,-8.2167,112.4667
beritamalang_media,"Polres Batu dan Dinas PUPR Jatim Bangun Pagar Pengaman di Jembatan Cangar, Cegah Aksi Bunuh Diri",https://beritamalang.media/polres-batu-dan-dinas-pupr-jatim-bangun-pagar-pengaman-di-jembatan-cangar-cegah-aksi-bunuh-diri/,2026-05-04 00:00:00+00:00,,,"Kasat Reskrim Polres Batu, AKP Joko Suprianto bersama Dinas PUPR Provinsi Jawa Timur saat meninjau Jembatan Cangar
Beritamalang.media
– Polres Batu bersama Dinas Pekerjaan Umum dan Penataan Ruang (PUPR) Provinsi Jawa Timur sepakat membangun pagar pelindung di Jembatan Cangar 1, dan Jembatan Cangar 2. Langkah ini diambil untuk mengantisipasi dan mencegah kembali terjadinya kasus bunuh diri di lokasi tersebut.
Kapolres Batu AKBP Aris Purwanto, melalui Kasat Reskrim Polres Batu, AKP Joko Suprianto, S.M., M.M, mengatakan pembangunan akan dimulai bulan ini.
Baca Juga:
Desa Sumberejo Gelar Semarak Selamatan ke-116, Hadirkan Ragam Kesenian dan Ritual Adat Selama 6 Pekan
“Pekerjaan akan dilakukan di bulan ini dengan membangun pelindung dari jeruji besi setinggi 2,5 meter,” ujarnya, Senin (4/5/2026).
Selain pagar setinggi 2,5 meter berbahan jeruji besi, pihak kepolisian dan Dinas PUPR juga akan melengkapi jembatan dengan CCTV serta menambah penerangan di sepanjang jembatan.
AKP Joko Suprianto menambahkan, desain pengaman akan dibuat sebaik mungkin.
Baca Juga:
Polres Batu Gelar Layanan On the Spot di CFD Sambut Hari Bhayangkara ke-80
“Akan mendesain sebaik mungkin agar kesan seram di Jembatan Cangar hilang,” tegasnya.
Ia jelaskan, pembangunan pengamanan ini merupakan langkah positif hasil koordinasi Polres Batu dengan tim PUPR Provinsi Jatim.
“Kedua instansi saat ini masih intens membahas detail teknis pembangunan agar bisa segera terealisasi,” terangnya.
Baca Juga:
Cegah Kebutaan Sejak Dini, Klinik Mata Batu Ajak Warga Cek Kesehatan Mata di CFD
Menurutnya, jembatan Cangar selama ini dikenal rawan dan kerap menjadi lokasi aksi bunuh diri.
“Dengan adanya pagar pengaman, CCTV, dan penerangan tambahan, diharapkan dapat menekan angka kejadian serupa di masa mendatang,” tandasnya. (*)
Baca Juga:
Satlantas Polres Batu Buka Layanan SIM dan Samsat Keliling Spesial di CFD HUT Bhayangkara ke-80",[],,,
beritamalang_media,Mengenal Tatanan Jenggolo Manik: Filosofi Jawa yang Hidup Lewat Cerita Lisan,https://beritamalang.media/mengenal-tatanan-jenggolo-manik-filosofi-jawa-yang-hidup-lewat-cerita-lisan/,2026-04-27 00:00:00+00:00,,,"Beritamalang.media –
Tatanan Jenggolo Manik kembali jadi sorotan pemerhati budaya Jawa. Istilah ini diyakini menyimpan makna filosofis dan jejak sejarah yang diwariskan lewat tutur lisan.
*Arti dan Filosofi*
“Jenggolo” berarti tempat, sementara “manik” berarti tahu atau memahami. Dalam budaya Jawa, “manik” juga terkait payuwitan ungkapan syukur. Jadi, Tatanan Jenggolo Manik dimaknai sebagai tatanan yang berdasar kesadaran, pengetahuan, dan rasa syukur.
Peninggalan yang diyakini masyarakat berupa tulisan di batu: “Wowoto boboto tonopo tanah jawa wiwiting babating, tanah jawa wiwite babate, ndul e ngandong.” Kalimat ini dianggap simbol awal mula tanah Jawa.
Baca Juga:
Desa Sumberejo Gelar Semarak Selamatan ke-116, Hadirkan Ragam Kesenian dan Ritual Adat Selama 6 Pekan
*Kisah Tokoh-Tokoh Lokal*
Cerita ini terhubung dengan Sultan Ngadirin yang disebut menjelajah hingga Mongol dan Campa sebelum kembali ke Jepara. Ia lalu merintis kehidupan di Kali Gapura dan Kali Sima bersama Mbok Reno.
Pada masa kolonial, muncul kisah Mbah Ndul dan istilah “nedud” yang berarti sumber kehidupan. “Karetan nedud” disebut sebagai awal penanaman karet di wilayah itu. Ada pula Mbah Loreng/Wareng di Arjowilangun yang makamnya masih diziarahi di wilayah “Ipek”.
*Perlu Kajian Lanjutan*
Para sejarawan menegaskan kisah ini masih berstatus sejarah lisan dan perlu diverifikasi lewat data tertulis atau arkeologi. Namun bagi warga, “Tatanan Jenggolo Manik” adalah identitas budaya yang sarat nilai spiritual.
Baca Juga:
Polres Batu Gelar Layanan On the Spot di CFD Sambut Hari Bhayangkara ke-80
Terlepas dari perdebatan historis, warisan cerita ini tetap hidup sebagai pengingat tentang asal-usul, pengetahuan, dan syukur. (*)",[],,,
beritamalang_media,"Kasat Reskrim Polres Batu: Kasus Judi Online Lanjut, Tersangka Wajib Lapor",https://beritamalang.media/kasat-reskrim-polres-batu-kasus-judi-online-lanjut-tersangka-wajib-lapor/,2026-04-26 00:00:00+00:00,,,"Beritmalang.media
– Kasus judi online yang menjerat warga Kota Batu dipastikan terus bergulir sesuai prosedur. Kapolres Batu AKBP Aris Purwanto melalui Kasat Reskrim Polres Batu, AKP Joko Suprianto, S.M., M.M, menegaskan penanganan kasus berjalan sesuai SOP dan tidak ada praktik transaksional.
“Tidak ada transaksional. Kasus tetap lanjut sesuai SOP,” kata AKP Joko, Minggu (26/4/2026).
Ia menambahkan, tersangka tidak ditahan namun dikenakan wajib lapor setiap Senin dan Kamis.
Baca Juga:
Desa Sumberejo Gelar Semarak Selamatan ke-116, Hadirkan Ragam Kesenian dan Ritual Adat Selama 6 Pekan
Tersangka adalah AR (35), karyawan swasta beralamat di Desa Pesanggrahan, Kecamatan Batu, Kota Batu. Dalam keterangannya, Ahmad mengakui bermain judi online menggunakan ponsel pribadi merek Oppo.
“Saya melakukan aktivitas judi online berulang kali dalam kurun waktu enam bulan. Aktivitas tersebut murni saya lakukan sendiri tanpa melibatkan pihak lain,” terang AR dalam pernyataannya.
AR juga menegaskan tidak pernah memberikan atau mentransfer uang ke Polres Batu.
Baca Juga:
Polres Batu Gelar Layanan On the Spot di CFD Sambut Hari Bhayangkara ke-80
“Pernyataan ini saya buat dengan sebenarnya tanpa ada paksaan dari pihak manapun, dan saya bersedia mempertanggungjawabkan keterangan saya sesuai hukum yang berlaku,” tegasnya.
Polres Batu menyatakan kasus ini masih dalam proses penyidikan lebih lanjut. (*)
Baca Juga:
Cegah Kebutaan Sejak Dini, Klinik Mata Batu Ajak Warga Cek Kesehatan Mata di CFD",[],,,
