title,url,published_date,relative_date,date_source,page_num,list_page_url,source_category,excerpt,image_url,published_dt
"OJK: Aset Perbankan di Kabupaten Malang Tembus Rp36,3 Triliun",https://timesindonesia.co.id/ekonomi/596952/ojk-aset-perbankan-di-kabupaten-malang-tembus-rp363-triliun,2026-07-01,13 jam yang lalu,relative_text,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Ekonomi,"Otoritas Jasa Keuangan (OJK) Malang mencatat aset perbankan di wilayah tersebut telah mencapai Rp36,3 triliun",https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/06/30/ojk-aset-perbankan-di-kabupaten-malang-tembus-rp363-triliun-jyjasu9h.webp,2026-07-01
6.300 Anak di Kabupaten Malang Belum Pernah Mengenyam Pendidikan,https://timesindonesia.co.id/pendidikan/596949/6300-anak-di-kabupaten-malang-belum-pernah-mengenyam-pendidikan,2026-07-01,14 jam yang lalu,relative_text,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Pendidikan,Bupati Malang HM Sanusi mengungkapkan masih ada ribuan anak di Kabupaten Malang yang sama sekali belum pernah mengenyam pendidikan.,https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/06/30/6300-anak-di-kabupaten-malang-belum-pernah-mengenyam-pendidikan-scke5lby.webp,2026-07-01
Bupati: Masih Ada 31 ribu Anak Tidak Sekolah di Kabupaten Malang,https://timesindonesia.co.id/pendidikan/596947/bupati-masih-ada-31-ribu-anak-tidak-sekolah-di-kabupaten-malang,2026-07-01,15 jam yang lalu,relative_text,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Pendidikan,Bupati Malang HM Sanusi mengungkapkan masih tingginya jumlah Anak Tidak Sekolah (ATS) di Kabupaten Malang.,https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/06/30/bupati-masih-ada-31-ribu-anak-tidak-sekolah-di-kabupaten-malang-snoyiihk.webp,2026-07-01
DPRD Kabupaten Malang Dorong Penyelesaian Sengketa Lahan Kalibakar dan Ringinkembar,https://timesindonesia.co.id/politik/596762/dprd-kabupaten-malang-dorong-penyelesaian-sengketa-lahan-kalibakar-dan-ringinkembar,2026-06-30,2 hari yang lalu,relative_text,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Politik,Komisi I DPRD Kabupaten Malang berkoordinasi dengan Kementerian ATR/BPN untuk mempercepat penyelesaian sengketa lahan di Kalibakar dan Ringinkembar serta memberikan kepastian hukum bagi masyarakat.,https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/06/29/soal-lahan-kalibakar-dan-ringinkembar-komisi-i-dprd-audiensi-denga-atrbpn-cdindrmo.webp,2026-06-30
"Setelah Tahap Pemenuhan Pagu, Seluruh Kuota SMAN di Kabupaten Malang Terpenuhi",https://timesindonesia.co.id/pemerintahan/596799/setelah-tahap-pemenuhan-pagu-seluruh-kuota-sman-di-kabupaten-malang-terpenuhi,2026-06-30,2 hari yang lalu,relative_text,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Pemerintahan,Seluruh kuota SPMB SMA Negeri di Kabupaten Malang tahun ajaran 2026 akhirnya terpenuhi setelah Dinas Pendidikan Jawa Timur membuka tahap pemenuhan pagu bagi calon murid yang belum diterima.,https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/06/29/isi-sebaran-pagu-murid-baru-sman-tak-terpenuhi-dindik-buka-pemenuhan-kuota-7q9fnywu.webp,2026-06-30
Dispendik Kabupaten Malang Ingatkan Sekolah Tak Gunakan Dana BOS untuk Gaji PTT yang Lewati Batas Usia Pensiun,https://timesindonesia.co.id/pendidikan/596671/dispendik-kabupaten-malang-ingatkan-sekolah-tak-gunakan-dana-bos-untuk-gaji-ptt-yang-lewati-batas-usia-pensiun,2026-06-30,2 hari yang lalu,relative_text,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Pendidikan,Dinas Pendidikan Kabupaten Malang mengingatkan seluruh satuan pendidikan agar lebih cermat dalam mengelola dana Bantuan Operasional Sekolah (BOS).,https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/06/29/dispendik-kabupaten-malang-ingatkan-sekolah-tak-gunakan-dana-bos-untuk-gaji-ptt--rpzp9cls.webp,2026-06-30
BPN Kabupaten Malang Targetkan Redistribusi 1.500 Bidang Tanah pada 2026,https://timesindonesia.co.id/pemerintahan/596311/bpn-kabupaten-malang-targetkan-redistribusi-1500-bidang-tanah-pada-2026,2026-06-27,5 hari yang lalu,relative_text,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Pemerintahan,Kantor Pertanahan Kabupaten Malang menargetkan sebanyak 1.500 bidang tanah akan dibagikan kepada masyarakat melalui program reforma agraria yang tersebar di tujuh desa pada tiga kecamatan.,https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/06/26/bpn-kabupaten-malang-targetkan-redistribusi-1500-bidang-tanah-pada-2026-1szllzh6.webp,2026-06-27
"Konfercab Perdana HMI Kabupaten Malang, Fahmi Aziz Terpilih Jadi Ketua",https://timesindonesia.co.id/indonesia-positif/596292/konfercab-perdana-hmi-kabupaten-malang-fahmi-aziz-terpilih-jadi-ketua,2026-06-27,5 hari yang lalu,relative_text,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Indonesia Positif,Kami akan berikhtiar membangun HMI Cabang Kabupaten Malang dengan kekuatan kolektif serta menjadikan tradisi intelektual sebagai pijakan utama dalam setiap gerak organisasi.,https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/06/26/konfercab-perdana-hmi-kabupaten-malang-fahmi-aziz-terpilih-jadi-ketua-5zqivuvy.webp,2026-06-27
Pesantren Dinilai Jadi Investasi Strategis Cetak Pemimpin Masa Depan di Kabupaten Malang,https://timesindonesia.co.id/pendidikan/596218/pesantren-dinilai-jadi-investasi-strategis-cetak-pemimpin-masa-depan-di-kabupaten-malang,2026-06-26,6 hari yang lalu,relative_text,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Pendidikan,Keberadaan pesantren dinilai tetap menjadi salah satu pilar penting dalam menyiapkan sumber daya manusia yang unggul dan berintegritas.,https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/06/25/pesantren-dinilai-jadi-investasi-strategis-cetak-pemimpin-masa-depan-di-kabupate-qnwxm6df.webp,2026-06-26
Sekda Ajak Warga Kabupaten Malang Ikut Awasi Peredaran Rokok Ilegal,https://timesindonesia.co.id/ekonomi/596174/sekda-ajak-warga-kabupaten-malang-ikut-awasi-peredaran-rokok-ilegal,2026-06-26,6 hari yang lalu,relative_text,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Ekonomi,Masyarakat Kabupaten Malang diminta menjadi bagian dalam upaya pemberantasan rokok ilegal.,https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/06/25/sekda-ajak-warga-kabupaten-malang-ikut-awasi-peredaran-rokok-ilegal-tacjcmvx.webp,2026-06-26
"Kritisi Pemerintah, PDI Perjuangan Kabupaten Malang Kritisi Program MBG",https://timesindonesia.co.id/politik/596141/kritisi-pemerintah-pdi-perjuangan-kabupaten-malang-kritisi-program-mbg,2026-06-26,6 hari yang lalu,relative_text,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Politik,"Ketua DPC PDI Perjuangan Kabupaten Malang Didik Gatot Subroto menegaskan, bahwa posisi politik PDI Perjuangan saat ini sebagai partai penyeimbang pemerintah.",https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/06/25/kritisi-pemerintah-pdi-perjuangan-kabupaten-malang-kritisi-program-mbg-kfg5vzkz.webp,2026-06-26
Kabupaten Malang Jadi Daerah dengan Pelepasan Hutan Terluas di Jawa Timur,https://timesindonesia.co.id/pemerintahan/596061/kabupaten-malang-jadi-daerah-dengan-pelepasan-hutan-terluas-di-jawa-timur,2026-06-25,7 hari yang lalu,relative_text,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Pemerintahan,"Kabupaten Malang menjadi daerah dengan persetujuan pelepasan kawasan hutan terbesar di Jawa Timur, dalam program Penyelesaian Penguasaan Tanah dalam Rangka Penataan Kawasan Hutan (PPTPKH).",https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/06/24/kabupaten-malang-jadi-daerah-dengan-pelepasan-hutan-terluas-di-jawa-timur-pgs0qtw5.webp,2026-06-25
"Haul Bung Karno, PDI Perjuangan Kabupaten Malang Ajak Masyarakat Perkuat Nilai Pancasila",https://timesindonesia.co.id/politik/596067/haul-bung-karno-pdi-perjuangan-kabupaten-malang-ajak-masyarakat-perkuat-nilai-pancasila,2026-06-25,7 hari yang lalu,relative_text,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Politik,DPC PDI Perjuangan Kabupaten Malang menggelar Haul Bung Karno dalam rangka Bulan Bung Karno 2026 sebagai momentum memperkuat nilai-nilai Pancasila dan refleksi kebangsaan.,https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/06/24/haul-bung-karno-pdi-perjuangan-kabupaten-malang-ajak-masyarakat-perkuat-nilai-pa-dyfwoeb9.webp,2026-06-25
185 Hektare Kawasan Hutan di 64 Desa Kabupaten Malang Bakal Diserahkan untuk Warga,https://timesindonesia.co.id/pemerintahan/596042/185-hektare-kawasan-hutan-di-64-desa-kabupaten-malang-bakal-diserahkan-untuk-warga,2026-06-25,7 hari yang lalu,relative_text,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Pemerintahan,"Wakil Bupati Malang, Lathifah Shohib mengatakan, Pemerintah Kabupaten Malang saat ini tengah bersiap melaksanakan agenda krusial berupa penetapan tata batas kawasan yang menjadi bagian dari pelaksanaan program PPTPKH.",https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/06/24/185-hektare-kawasan-hutan-di-64-desa-kabupaten-malang-bakal-diserahkan-untuk-war-euqnzqz2.webp,2026-06-25
Disparbud Kenalkan Destinasi Unggulan Kabupaten Malang di Travel Meet Asia 2026,https://timesindonesia.co.id/wisata/595956/disparbud-kenalkan-destinasi-unggulan-kabupaten-malang-di-travel-meet-asia-2026,2026-06-25,7 hari yang lalu,relative_text,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Wisata,"Kabupaten Malang terus berupaya memperluas promosi destinasi wisatanya ke pasar internasional. Tak hanya mengandalkan nama besar Gunung Bromo, berbagai destinasi unggulan lain",https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/06/24/disparbud-kenalkan-destinasi-unggulan-kabupaten-malang-di-travel-meet-asia-2026-kuifahbt.webp,2026-06-25
Dinas Pendidikan Kabupaten Malang Ingatkan Pentingnya Integritas dan Kepatuhan ASN,https://timesindonesia.co.id/pemerintahan/595845/dinas-pendidikan-kabupaten-malang-ingatkan-pentingnya-integritas-dan-kepatuhan-asn,2026-06-23,,image_url,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Pemerintahan,Dispendik Kabupaten Malang mengingatkan Pentingnya Integritas dan Kepatuhan ASN.,https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/06/23/dinas-pendidikan-kabupaten-malang-ingatkan-pentingnya-integritas-dan-kepatuhan-a-bdpb2g2y.webp,2026-06-23
DTPHP Pastikan Belum Ada Pertanian di Kabupaten Malang yang Terdampak Kekeringan,https://timesindonesia.co.id/peristiwa-daerah/595698/dtphp-pastikan-belum-ada-pertanian-di-kabupaten-malang-yang-terdampak-kekeringan,2026-06-22,,image_url,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Peristiwa Daerah,"Meski muncul prediksi Godzilla El Nino atau kekeringan ekstrem, sektor pertanian di Kabupaten Malang masih aman.",https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/06/22/lahan-pertanian-mxsfkkrp.webp,2026-06-22
"Populasi Ternak Kabupaten Malang 2025: Bululawang Juara Ayam Pedaging, Dampit Sentra Itik",https://timesindonesia.co.id/ekonomi/595697/populasi-ternak-kabupaten-malang-2025-bululawang-juara-ayam-pedaging-dampit-sentra-itik,2026-06-22,,image_url,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Ekonomi,Kabupaten Malang menjadi salah satu sentra peternakan unggas terbesar di Jawa Timur.,https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/06/22/ayam-txu85cr3.webp,2026-06-22
"Antisipasi Kekeringan, Dinas Pertanian Kabupaten Malang Gandeng TNI Siagakan Pompa Air di Koramil",https://timesindonesia.co.id/peristiwa-daerah/595684/antisipasi-kekeringan-dinas-pertanian-kabupaten-malang-gandeng-tni-siagakan-pompa-air-di-koramil,2026-06-22,,image_url,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Peristiwa Daerah,"Dinas Tanaman Pangan Hortikultura dan Perkebunan (DTPHP) Kabupaten Malang menggandeng TNI untuk mengantisipasi dampak cuaca ekstrem, termasuk ancaman kekeringan.",https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/06/22/petani-unrs7dyy.webp,2026-06-22
Muspimcab 1X PMII Kabupaten Malang Susun Arah Baru Kaderisasi dan Gerakan Organisasi,https://timesindonesia.co.id/peristiwa-daerah/595589/muspimcab-1x-pmii-kabupaten-malang-susun-arah-baru-kaderisasi-dan-gerakan-organisasi,2026-06-21,,image_url,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Peristiwa Daerah,"Melalui Muspimcab IX ini, PC PMII Kabupaten Malang berharap lahir berbagai rekomendasi strategis yang mampu memperkuat sistem kaderisasi, memperjelas arah gerakan organisasi.",https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/06/21/muspimcab-1x-pmii-errhhxjv.webp,2026-06-21
"Dukung Yakuza Maneges, DPRD Kabupaten Malang Desak Langkah Taktis Kemenag Soal Pesantren",https://timesindonesia.co.id/politik/595457/dukung-yakuza-maneges-dprd-kabupaten-malang-desak-langkah-taktis-kemenag-soal-pesantren,2026-04-29,,image_url,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Politik,DPRD Kabupaten Malang meminta Kemenag menangguhkan hingga mengevaluasi izin Pesantren Nurul Izzah usai kasus hukum pengasuh pesantren mencuat.,https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/04/29/dprd-kabupaten-malang-zulham-akhmad-mubarrok-cfx5eukf.webp,2026-04-29
Komisi I DPRD Kabupaten Malang Dorong Akses Khusus Warga di Bendungan Lahor,https://timesindonesia.co.id/politik/595356/komisi-i-dprd-kabupaten-malang-dorong-akses-khusus-warga-di-bendungan-lahor,2026-06-19,,image_url,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Politik,"Ketua Komisi I DPRD Kabupaten Malang Amarta Faza, meminta kebijakan penutupan akses Bendungan Lahor Karangkates oleh Perum Jasa Tirta I harus dilakukan terbuka dan tidak sepihak. Akses alternatif harus diberikan agar masyarakat sekitar Lahor tidak di",https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/06/19/ketua-komisi-i-dprd-amarta-faza-sly7vg65.webp,2026-06-19
Kabupaten Malang Andalkan Digitalisasi hingga Penguatan BUMD untuk Dongkrak PAD,https://timesindonesia.co.id/pemerintahan/595355/kabupaten-malang-andalkan-digitalisasi-hingga-penguatan-bumd-untuk-dongkrak-pad,2026-06-19,,image_url,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Pemerintahan,"Pemerintah Kabupaten Malang terus menyiapkan berbagai strategi untuk meningkatkan Pendapatan Asli Daerah (PAD). Mulai dari digitalisasi layanan perpajakan, penguatan Badan Usaha Milik Daerah (BUMD), hingga menggali sumber-sumber pendapatan baru yang",https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/06/19/bupati-malang-saat-menerima-kunjungan-rombongan-bupati-lombok-barat-awfx8lga.webp,2026-06-19
"Dalam Sehari, Dua Lansia di Kabupaten Malang Ditemukan Meninggal Terjatuh",https://timesindonesia.co.id/peristiwa-daerah/595171/dalam-sehari-dua-lansia-di-kabupaten-malang-ditemukan-meninggal-terjatuh,2026-06-18,,image_url,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Peristiwa Daerah,"Peristiwa kematian dua orang lanjut usia (lansia) di Kabupaten Malang dilaporkan meninggal dunia lepas dari pengawasan, dalam waktu yang hampir bersamaan.",https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/06/18/evakuasi-jasad-lansia-yang-ditemukan-di-aliran-sungai-lowok-rzldro7n.webp,2026-06-18
"DPRD Kabupaten Malang Beri Atensi, Bagaimana Nasib Tersangka Kasus Lahor?",https://timesindonesia.co.id/peristiwa-daerah/595071/dprd-kabupaten-malang-beri-atensi-bagaimana-nasib-tersangka-kasus-lahor,2026-06-17,,image_url,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Peristiwa Daerah,"DPRD Kabupaten Malang menyatakan memberikan perhatian serius dan memastikan akan mengawal penyelesaian polemik akses Bendungan Lahor di Karangkates, Kabupaten Malang.",https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/06/17/hadi-wiyono-mwu2zfpd.webp,2026-06-17
"Kisruh Akses Bendungan Lahor, DPRD Kabupaten Malang Dorong Islah dan Kemudahan Akses",https://timesindonesia.co.id/peristiwa-daerah/595061/kisruh-akses-bendungan-lahor-dprd-kabupaten-malang-dorong-islah-dan-kemudahan-akses,2026-06-17,,image_url,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Peristiwa Daerah,"Rapat Dengar Pendapat Umum (RDPU) lanjutan terkait tuntutan masyarakat terhadap akses kawasan Bendungan Lahor Karangkates kembali digelar di DPRD Kabupaten Malang, Rabu (17/6/2026).",https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/06/17/dprd-kabupaten-malang-7mdmyrld.webp,2026-06-17
Bupati Targetkan Ekonomi Kabupaten Malang Jadi Nomor 1 di Jawa Timur,https://timesindonesia.co.id/pemerintahan/595032/bupati-targetkan-ekonomi-kabupaten-malang-jadi-nomor-1-di-jawa-timur,2026-06-17,,image_url,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Pemerintahan,"Pertumbuhan ekonomi Kabupaten Malang terus menunjukkan tren positif. Setelah berhasil menempati posisi kedua tertinggi di Jawa Timur pada tahun 2025, Pemerintah Kabupaten (Pemkab) Malang kini memasang target yang lebih tinggi, yakni menjadi daerah d",https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/06/17/bupati-malang-sanusi-dsnq5l2g.webp,2026-06-17
"Perayaan 1 Suro Semarak di Kabupaten Malang, dari Kirab Budaya Gunung Kawi hingga Grebeg Suro Sumberagung",https://timesindonesia.co.id/peristiwa-daerah/595031/perayaan-1-suro-semarak-di-kabupaten-malang-dari-kirab-budaya-gunung-kawi-hingga-grebeg-suro-sumberagung,2026-06-17,,image_url,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Peristiwa Daerah,Perayaan 1 Suro di Kabupaten Malang berlangsung meriah melalui kirab budaya di Pesarean Gunung Kawi dan Grebeg Suro Desa Sumberagung yang diikuti puluhan RT dan lembaga pendidikan.,https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/06/17/pesarean-gunung-kawi-eehlnrs7.webp,2026-06-17
"Populasi Unggas di Kabupaten Malang Tembus 26,4 Juta Ekor pada 2025",https://timesindonesia.co.id/ekonomi/594966/populasi-unggas-di-kabupaten-malang-tembus-264-juta-ekor-pada-2025,2026-06-17,,image_url,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Ekonomi,"Kabupaten Malang menjadi salah satu sentra peternakan terbesar di Jawa Timur. Pada 2025, populasi ternak unggas di Kabupaten Malang mencapai 26.424.487 ekor.",https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/06/17/ayam-9sdbd1kt.webp,2026-06-17
"Tanaka Waterfall, Wisata Main Air dengan Vibes Jepang di Kabupaten Malang",https://timesindonesia.co.id/wisata/594933/tanaka-waterfall-wisata-main-air-dengan-vibes-jepang-di-kabupaten-malang,2026-06-16,,image_url,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Wisata,Kabupaten Malang memiliki beragam destinasi wisata. Salah satu yang unik seperti Umbulan Tanaka Waterfall.,https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/06/16/umbulan-tanaka-waterfall-malang-mlmxxbv6.webp,2026-06-16
Kasus Narkoba di Kabupaten Malang pada 2025 Tertinggi dalam Lima Tahun Terakhir,https://timesindonesia.co.id/hukum-kriminal/594905/kasus-narkoba-di-kabupaten-malang-pada-2025-tertinggi-dalam-lima-tahun-terakhir,2026-06-16,,image_url,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Hukum dan Kriminal,Jumlah kasus pecandu penyalahgunaan narkoba di Kabupaten Malang pada tahun 2025 menjadi yang tertinggi dalam lima tahun terakhir.,https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/06/16/narkotika-lr9siqti.webp,2026-06-16
"Mandeknya Rencana Alun-Alun Kepanjen, PDIP Usulkan Uji Kompetensi Ulang Kepala DPKPCK Kabupaten Malang",https://timesindonesia.co.id/politik/594763/mandeknya-rencana-alunalun-kepanjen-pdip-usulkan-uji-kompetensi-ulang-kepala-dpkpck-kabupaten-malang,2026-06-15,,image_url,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Politik,Fraksi PDIP DPRD Kabupaten Malang mengusulkan uji kompetensi ulang Kepala DPKPCK Farid Habibah setelah menyoroti mandeknya rencana pembangunan Alun-Alun Kepanjen dan sejumlah persoalan lainnya.,https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/06/15/juru-bicara-fraksi-pdi-perjuangan-dh6cu1wo.webp,2026-06-15
MAN 1 Kabupaten Malang B Juara TIMES Football Futsal Jatim Series 2026,https://timesindonesia.co.id/olahraga/594601/man-1-kabupaten-malang-b-juara-times-football-futsal-jatim-series-2026,2026-06-14,,image_url,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Olahraga,MAN 1 Kabupaten Malang B keluar sebagai juara TIMES Football Futsal Jatim Series 2026 usai mengalahkan SMAS Diponegoro Tumpang dengan skor telak 6-1 pada partai final.,https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/06/14/times-football-futsal-4-03oa0ysg.webp,2026-06-14
SMAS Diponegoro Tumpang Tantang MAN 1 Kabupaten Malang B di Final TIMES Football Futsal Jatim Series 2026,https://timesindonesia.co.id/olahraga/594600/smas-diponegoro-tumpang-tantang-man-1-kabupaten-malang-b-di-final-times-football-futsal-jatim-series-2026,2026-06-14,,image_url,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Olahraga,SMAS Diponegoro Tumpang dan MAN 1 Kabupaten Malang B memastikan tempat di final TIMES Football Futsal Jatim Series 2026 usai memenangi laga semifinal.,https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/06/14/times-football-futsal-iljfs3c6.webp,2026-06-14
"Putaran Kedua TIMES Football Futsal Jatim Series 2026, MAN 1 Kabupaten Malang dan SMAS Diponegoro Tumpang Pastikan Tiket Delapan Besar",https://timesindonesia.co.id/olahraga/594514/putaran-kedua-times-football-futsal-jatim-series-2026-man-1-kabupaten-malang-dan-smas-diponegoro-tumpang-pastikan-tiket-delapan-besar,2026-06-13,,image_url,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Olahraga,"Hasil putaran kedua TIMES Football Futsal Jatim Series 2026 menghadirka enam tim yang sudah memastikan lolos ke perempat final, di antaranya MAN 1 Kabupaten Malang B dan SMAS Diponegoro Tumpang.",https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/06/13/times-football-futsal-jatim-series-2026-66gvplob.webp,2026-06-13
Dispendik Kabupaten Malang Ingatkan Guru Cegah Bullying dan Pelecehan Seksual di Lingkungan Sekolah,https://timesindonesia.co.id/pemerintahan/594387/dispendik-kabupaten-malang-ingatkan-guru-cegah-bullying-dan-pelecehan-seksual-di-lingkungan-sekolah,2026-06-12,,image_url,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Pemerintahan,Dinas Pendidikan Kabupaten Malang mengingatkan seluruh tenaga pendidik untuk mencegah segala bentuk perundungan (bullying).,https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/06/12/dispendik-kabupaten-malang-ingatkan-guru-cegah-bullying-dan-pelecehan-seksual-di-pssuwtxz.webp,2026-06-12
Dispendik Dorong Setiap Sekolah Negeri di Kabupaten Malang Punya Keunggulan Khusus,https://timesindonesia.co.id/pemerintahan/594384/dispendik-dorong-setiap-sekolah-negeri-di-kabupaten-malang-punya-keunggulan-khusus,2026-06-12,,image_url,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Pemerintahan,Dinas Pendidikan Kabupaten Malang mendorong seluruh sekolah negeri untuk terus memperkuat kualitas layanan dan membangun kepercayaan masyarakat.,https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/06/12/dispendik-dorong-setiap-sekolah-negeri-di-kabupaten-malang-punya-keunggulan-khus-7ehmxqyp.webp,2026-06-12
